index,pre_avg,post_avg,pre_min,pre_max,post_min,post_max,log_pre_avg,log_post_avg,log_pre_min,log_pre_max,log_post_min,log_post_max,pre_n,post_n,time
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,98,2014-08-09 00:00:00 UTC
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,98,2014-08-10 00:00:00 UTC
2,0.1111111111111111,0.0,0.0,0.5,0.0,0.0,-Infinity,-Infinity,-Infinity,-0.6931471805599453,-Infinity,-Infinity,9,98,2014-08-11 00:00:00 UTC
3,0.030046948356807508,0.005662546708824375,0.0028169014084507044,0.23380281690140844,0.0,0.37183098591549296,-5.105034760854906,-Infinity,-5.872117789475416,-1.453277181678818,-Infinity,-0.9893158668890449,9,98,2014-08-12 00:00:00 UTC
4,0.01814329227916832,0.007017586534017658,0.0011918951132300357,0.14421930870083433,0.0,0.18831942789034564,-5.769211644633359,-Infinity,-6.732210706467206,-1.9364201608704652,-Infinity,-1.6696156734402394,9,98,2014-08-13 00:00:00 UTC
5,0.0172398931126627,0.006831747439084247,0.0007757951900698216,0.14119472459270752,0.0,0.1799844840961986,-6.0965071894113345,-Infinity,-7.161622002939187,-1.9576153158623921,-Infinity,-1.7148846312728774,9,98,2014-08-14 00:00:00 UTC
6,0.019122230646112383,0.006978075536507249,0.0003790750568612585,0.1645185746777862,0.0,0.13078089461713419,-6.671050080290321,-Infinity,-7.87777633327726,-1.8047317991768552,-Infinity,-2.0342319162459,9,98,2014-08-15 00:00:00 UTC
7,0.014821559551812231,0.007813915459195284,0.00022763487366264513,0.1286137036193945,0.0,0.3505577054404735,-7.134604515780696,-Infinity,-8.38776764397578,-2.0509419128293387,-Infinity,-1.0482299485681048,9,98,2014-08-16 00:00:00 UTC
8,0.01436354631005448,0.007903235588440425,0.00018573551263001485,0.12537147102526003,0.0,0.4011887072808321,-7.318258525382138,-Infinity,-8.591186871324563,-2.076474180452034,-Infinity,-0.913323370646353,9,98,2014-08-17 00:00:00 UTC
9,0.013087069425097594,0.008070400424525179,0.00015477480266212662,0.11360470515400092,0.0,0.45271629778672035,-7.403693960048378,-Infinity,-8.773539383558166,-2.17503035494365,-Infinity,-0.7924896238922086,9,98,2014-08-18 00:00:00 UTC
10,0.01507280420412281,0.007862909359434248,0.0001355197181189863,0.13199620544789267,0.0,0.4111668247730045,-7.505114397434355,-Infinity,-8.906393407058367,-2.0249821034158315,-Infinity,-0.8887562471498891,9,98,2014-08-19 00:00:00 UTC
11,0.01634227456111656,0.007731920049668542,0.0001226692836113837,0.14278704612365065,0.0,0.37230127576054955,-7.508646362591039,-Infinity,-9.00601857490256,-1.9464009466111776,-Infinity,-0.9880518714089621,9,98,2014-08-20 00:00:00 UTC
12,0.016196507388217235,0.007649830225699953,0.00011514104778353483,0.14173862982153138,0.0,0.35313759355210134,-7.565762188820007,-Infinity,-9.069352678675205,-1.9537705524907518,-Infinity,-1.0408975145609538,9,98,2014-08-21 00:00:00 UTC
13,0.016233483735441447,0.0076185301282388025,0.00011186933661483388,0.14218592683745385,0.0,0.3437744714173845,-7.591035499120987,-Infinity,-9.098179005087852,-1.9506197338983986,-Infinity,-1.0677694429573679,9,98,2014-08-22 00:00:00 UTC
14,0.016198125836680056,0.007583208529852247,0.0001095290251916758,0.14194961664841182,0.0,0.3365826944140197,-7.610013178097398,-Infinity,-9.119320973589014,-1.9522830966767941,-Infinity,-1.0889114114585294,9,98,2014-08-23 00:00:00 UTC
15,0.01614671823976671,0.007575874943839374,0.00010844810758052273,0.14152478039258215,0.0,0.3332610345949463,-7.619162036953682,-Infinity,-9.129238770539141,-1.9552804507823474,-Infinity,-1.0988292084086566,9,98,2014-08-24 00:00:00 UTC
