index,pre_avg,post_avg,pre_min,pre_max,post_min,post_max,log_pre_avg,log_post_avg,log_pre_min,log_pre_max,log_post_min,log_post_max,pre_n,post_n,time
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,98,2014-09-08 00:00:00 UTC
1,0.014521001851671368,0.002435415253714779,0.0030211480362537764,0.11782477341389729,0.0,0.09969788519637462,-4.8532013783115975,-Infinity,-5.802118375377063,-2.1385567292474166,-Infinity,-2.3056108139105826,31,98,2014-09-09 00:00:00 UTC
2,0.005526650479824256,0.0038183015141540475,0.0007168458781362007,0.052329749103942655,0.0,0.03225806451612903,-6.163908391424424,-Infinity,-7.240649694255466,-2.950190253107075,-Infinity,-3.4339872044851463,31,98,2014-09-10 00:00:00 UTC
3,0.004628129772758826,0.004387120701939314,0.00047824007651841227,0.06312769010043041,0.0,0.035868005738880916,-6.535295905187362,-Infinity,-7.645397699428633,-2.7625957768422627,-Infinity,-3.327909585892323,31,98,2014-09-11 00:00:00 UTC
4,0.004628577919127668,0.0044193733831560805,0.00044014084507042255,0.06910211267605634,0.0,0.03653169014084507,-6.610493445140131,-Infinity,-7.7284157798410416,-2.672169974492734,-Infinity,-3.309575172044444,31,98,2014-09-12 00:00:00 UTC
5,0.00437484720202787,0.004721473751048083,0.00039888312724371757,0.06701236537694455,0.0,0.03390506581571599,-6.675760791203707,-Infinity,-7.826842098158293,-2.7028781187550344,-Infinity,-3.384190841667977,31,98,2014-09-13 00:00:00 UTC
6,0.004270365159796318,0.004761379657999822,0.00038595137012736397,0.06599768429177924,0.0,0.03434967194133539,-6.7081469195075405,-Infinity,-7.85979918056211,-2.71813562405945,-Infinity,-3.3711628108299703,31,98,2014-09-14 00:00:00 UTC
7,0.0042017319930134,0.0047871477254286775,0.0003786444528587656,0.06512684589170768,0.0,0.03369935630443014,-6.72707255703899,-Infinity,-7.878912912297133,-2.731418435483679,-Infinity,-3.3902765425649926,31,98,2014-09-15 00:00:00 UTC
8,0.0041981325548290606,0.004785309785844027,0.00037397157816005983,0.06581899775617053,0.0,0.03328347045624533,-6.7387488050416575,-Infinity,-7.891330757661889,-2.7208467626237365,-Infinity,-3.4026943879297487,31,98,2014-09-16 00:00:00 UTC
9,0.00417541515556404,0.0047925975123777305,0.0003698224852071006,0.0654585798816568,0.0,0.032914201183431954,-6.747640831037037,-Infinity,-7.902487437162855,-2.7263377045890254,-Infinity,-3.413851067430715,31,98,2014-09-17 00:00:00 UTC
10,0.004134748284020895,0.00479451039675129,0.00036310820624546115,0.06535947712418301,0.0,0.03231663035584604,-6.765420908055802,-Infinity,-7.9208096792886,-2.72785282839839,-Infinity,-3.4321733095564606,31,98,2014-09-18 00:00:00 UTC
11,0.004147137211653341,0.00479315657887086,0.00035612535612535614,0.06695156695156695,0.0,0.0316951566951567,-6.78343624836646,-Infinity,-7.940227765145702,-2.7037858023157524,-Infinity,-3.451591395413562,31,98,2014-09-19 00:00:00 UTC
12,0.004149093810555112,0.004770318021201409,0.00035335689045936394,0.06749116607773852,0.0,0.031448763250883395,-6.790729781431697,-Infinity,-7.948031990637284,-2.6957585625906533,-Infinity,-3.4593956209051435,31,98,2014-09-20 00:00:00 UTC
13,0.00412866929812622,0.004771950974482617,0.00035161744022503517,0.06715893108298171,0.0,0.03129395218002813,-6.79566458171755,-Infinity,-7.952966790923131,-2.7006933628765015,-Infinity,-3.4643304211909918,31,98,2014-09-21 00:00:00 UTC
14,0.0041252451477649275,0.0047740270112237755,0.00034940600978336826,0.06743535988819008,0.0,0.031097134870719776,-6.801637726366999,-Infinity,-7.959275960116396,-2.6965857712115104,-Infinity,-3.4706395903842564,31,98,2014-09-22 00:00:00 UTC
15,0.0041180507892930665,0.00476926033754974,0.0003487966515521451,0.067317753749564,0.0,0.031042901988140914,-6.803383232133968,-Infinity,-7.96102146588337,-2.698331276978484,-Infinity,-3.47238509615123,31,98,2014-09-23 00:00:00 UTC
16,0.004079630826849766,0.004805861529131349,0.0003455425017277125,0.06668970283344851,0.0,0.030753282653766412,-6.812756673442032,-Infinity,-7.970394907191429,-2.7077047182865437,-Infinity,-3.481758537459289,31,98,2014-09-24 00:00:00 UTC
17,0.0040558061191697786,0.0048128492207601,0.00034352456200618345,0.0663002404671934,0.0,0.030573686018550327,-6.818613709996229,-Infinity,-7.976251943745623,-2.713561754840738,-Infinity,-3.4876155740134833,31,98,2014-09-25 00:00:00 UTC
18,0.004039155529559776,0.004803563573907151,0.00034211426616489907,0.06602805336982552,0.0,0.030448169688676016,-6.822727531361851,-Infinity,-7.980365765111246,-2.7176755762063602,-Infinity,-3.491729395379106,31,98,2014-09-26 00:00:00 UTC
19,0.004037759098710559,0.004799259403625028,0.00034106412005457026,0.06616643929058663,0.0,0.030354706684856753,-6.825635120542358,-Infinity,-7.983440063006542,-2.715581903943214,-Infinity,-3.4948036932744024,31,98,2014-09-27 00:00:00 UTC
20,0.004022667236635868,0.004802124723487765,0.0003397893306150187,0.06591913013931362,0.0,0.030241250424736663,-6.829379805769283,-Infinity,-7.987184748233473,-2.719326589170145,-Infinity,-3.498548378501333,31,98,2014-09-28 00:00:00 UTC
21,0.004022693236846997,0.004802937779652694,0.00033886818027787193,0.06607929515418502,0.0,0.0301592680447306,-6.831928580881967,-Infinity,-7.989899374942939,-2.7168998163791924,-Infinity,-3.5012630052107996,31,98,2014-09-29 00:00:00 UTC
22,0.0040295280319741405,0.004801514376908519,0.00033852403520649965,0.06635071090047394,0.0,0.03012863913337847,-6.832779665783031,-Infinity,-7.9909154630913255,-2.712800803860808,-Infinity,-3.5022790933591854,31,98,2014-09-30 00:00:00 UTC
23,0.004033620774237154,0.004800297949527902,0.0003379520108144643,0.06657654613044947,0.0,0.030077728962487327,-6.834306691559421,-Infinity,-7.99260665240021,-2.7094029236622212,-Infinity,-3.5039702826680696,31,98,2014-10-01 00:00:00 UTC
24,0.00403091083495899,0.004831000225014833,0.0003341129301703976,0.06715669896424992,0.0,0.029736050785165388,-6.845083121872515,-Infinity,-8.0040315078527,-2.700726599793623,-Infinity,-3.5153951381205593,31,98,2014-10-02 00:00:00 UTC
25,0.004025530907251337,0.0048347667395286465,0.000333667000333667,0.06706706706706707,0.0,0.029696363029696363,-6.846418681336481,-Infinity,-8.005367067316664,-2.7020621592575873,-Infinity,-3.5167306975845234,31,98,2014-10-03 00:00:00 UTC
